video_name,thin_and_tall_count,thin_and_short_count,wide_and_tall_count,wide_and_short_count,final,category
v_TennisSwing_g02_c07,0,4,0,1,thin_and_short,TennisSwing
v_TennisSwing_g03_c02,0,1,0,4,wide_and_short,TennisSwing
v_TennisSwing_g03_c04,0,1,0,4,wide_and_short,TennisSwing
v_TennisSwing_g05_c05,0,4,0,1,thin_and_short,TennisSwing
v_TennisSwing_g07_c04,4,0,0,1,thin_and_tall,TennisSwing
v_TennisSwing_g08_c06,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g10_c03,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g10_c05,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g15_c04,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g15_c05,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g15_c06,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g16_c01,0,0,0,5,wide_and_short,TennisSwing
v_TennisSwing_g16_c02,0,2,0,3,wide_and_short,TennisSwing
v_TennisSwing_g16_c03,0,2,0,3,wide_and_short,TennisSwing
v_TennisSwing_g19_c01,0,4,0,1,thin_and_short,TennisSwing
v_TennisSwing_g20_c01,0,4,0,1,thin_and_short,TennisSwing
v_TennisSwing_g20_c06,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g21_c01,0,2,0,3,wide_and_short,TennisSwing
v_TennisSwing_g21_c04,0,1,0,4,wide_and_short,TennisSwing
v_TennisSwing_g22_c02,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g23_c05,0,5,0,0,thin_and_short,TennisSwing
v_TennisSwing_g24_c03,0,3,0,2,thin_and_short,TennisSwing
v_TennisSwing_g24_c05,0,5,0,0,thin_and_short,TennisSwing
v_ThrowDiscus_g02_c01,0,5,0,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g02_c05,0,4,0,1,thin_and_short,ThrowDiscus
v_ThrowDiscus_g02_c06,0,5,0,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g06_c01,4,1,0,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g06_c02,5,0,0,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g06_c04,0,2,0,3,wide_and_short,ThrowDiscus
v_ThrowDiscus_g09_c01,0,0,0,5,wide_and_short,ThrowDiscus
v_ThrowDiscus_g09_c03,0,1,0,4,wide_and_short,ThrowDiscus
v_ThrowDiscus_g11_c02,0,5,0,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g11_c05,0,5,0,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g12_c01,0,0,5,0,wide_and_tall,ThrowDiscus
v_ThrowDiscus_g12_c02,1,0,2,2,wide_and_tall,ThrowDiscus
v_ThrowDiscus_g12_c03,3,0,1,1,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g12_c06,0,3,2,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g13_c03,4,1,0,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g13_c05,3,2,0,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g14_c03,0,0,4,1,wide_and_tall,ThrowDiscus
v_ThrowDiscus_g15_c02,0,2,0,3,wide_and_short,ThrowDiscus
v_ThrowDiscus_g15_c03,0,0,0,5,wide_and_short,ThrowDiscus
v_ThrowDiscus_g16_c01,0,0,0,5,wide_and_short,ThrowDiscus
v_ThrowDiscus_g17_c01,0,1,4,0,wide_and_tall,ThrowDiscus
v_ThrowDiscus_g17_c02,0,3,2,0,thin_and_short,ThrowDiscus
v_ThrowDiscus_g17_c03,0,1,3,1,wide_and_tall,ThrowDiscus
v_ThrowDiscus_g19_c03,3,2,0,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g24_c04,2,2,1,0,thin_and_tall,ThrowDiscus
v_ThrowDiscus_g24_c05,3,2,0,0,thin_and_tall,ThrowDiscus
v_TrampolineJumping_g01_c03,0,3,0,2,thin_and_short,TrampolineJumping
v_TrampolineJumping_g05_c01,1,0,2,2,wide_and_tall,TrampolineJumping
v_TrampolineJumping_g10_c03,0,3,0,2,thin_and_short,TrampolineJumping
v_TrampolineJumping_g15_c05,0,2,0,3,wide_and_short,TrampolineJumping
v_TrampolineJumping_g16_c01,1,2,0,2,thin_and_short,TrampolineJumping
v_TrampolineJumping_g19_c05,0,3,0,2,thin_and_short,TrampolineJumping
v_TrampolineJumping_g21_c02,0,1,0,4,wide_and_short,TrampolineJumping
v_TrampolineJumping_g21_c03,0,1,0,4,wide_and_short,TrampolineJumping
v_TrampolineJumping_g23_c02,0,0,1,4,wide_and_short,TrampolineJumping
v_TrampolineJumping_g23_c04,0,1,0,4,wide_and_short,TrampolineJumping
v_TrampolineJumping_g24_c01,0,2,0,3,wide_and_short,TrampolineJumping
v_TrampolineJumping_g24_c03,0,1,2,2,wide_and_tall,TrampolineJumping
v_Typing_g03_c01,0,0,4,1,wide_and_tall,Typing
v_Typing_g03_c05,0,0,3,2,wide_and_tall,Typing
v_Typing_g06_c05,4,0,0,1,thin_and_tall,Typing
v_Typing_g12_c04,2,0,2,1,thin_and_tall,Typing
v_Typing_g18_c03,1,1,0,3,wide_and_short,Typing
v_Typing_g24_c01,1,0,0,4,wide_and_short,Typing
v_Typing_g24_c02,0,0,0,5,wide_and_short,Typing
v_VolleyballSpiking_g17_c01,0,0,3,2,wide_and_tall,VolleyballSpiking
v_VolleyballSpiking_g23_c02,0,0,4,1,wide_and_tall,VolleyballSpiking
v_VolleyballSpiking_g23_c03,0,0,3,2,wide_and_tall,VolleyballSpiking
v_WalkingWithDog_g01_c02,1,1,1,2,wide_and_short,WalkingWithDog
v_WalkingWithDog_g01_c04,0,0,0,5,wide_and_short,WalkingWithDog
v_WalkingWithDog_g03_c01,1,3,0,1,thin_and_short,WalkingWithDog
v_WalkingWithDog_g03_c04,3,2,0,0,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g04_c03,1,0,0,4,wide_and_short,WalkingWithDog
v_WalkingWithDog_g04_c04,1,1,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g04_c05,3,1,0,1,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g07_c01,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g07_c02,0,0,0,5,wide_and_short,WalkingWithDog
v_WalkingWithDog_g07_c06,0,0,0,5,wide_and_short,WalkingWithDog
v_WalkingWithDog_g08_c04,1,1,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g09_c05,0,3,0,2,thin_and_short,WalkingWithDog
v_WalkingWithDog_g10_c01,1,2,0,2,thin_and_short,WalkingWithDog
v_WalkingWithDog_g10_c02,0,5,0,0,thin_and_short,WalkingWithDog
v_WalkingWithDog_g11_c03,2,3,0,0,thin_and_short,WalkingWithDog
v_WalkingWithDog_g11_c04,1,4,0,0,thin_and_short,WalkingWithDog
v_WalkingWithDog_g14_c01,0,0,0,5,wide_and_short,WalkingWithDog
v_WalkingWithDog_g14_c02,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g16_c01,1,2,0,2,thin_and_short,WalkingWithDog
v_WalkingWithDog_g16_c03,3,1,0,1,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g18_c01,0,3,0,2,thin_and_short,WalkingWithDog
v_WalkingWithDog_g19_c03,0,0,3,2,wide_and_tall,WalkingWithDog
v_WalkingWithDog_g19_c04,2,0,2,1,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g20_c01,1,0,2,2,wide_and_tall,WalkingWithDog
v_WalkingWithDog_g20_c04,3,1,0,1,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g20_c06,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g20_c07,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g22_c03,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g22_c04,2,1,0,2,thin_and_tall,WalkingWithDog
v_WalkingWithDog_g23_c02,0,2,0,3,wide_and_short,WalkingWithDog
v_WalkingWithDog_g23_c03,0,1,0,4,wide_and_short,WalkingWithDog
v_WallPushups_g05_c05,5,0,0,0,thin_and_tall,WallPushups
v_WallPushups_g10_c04,3,2,0,0,thin_and_tall,WallPushups
v_WallPushups_g10_c05,3,2,0,0,thin_and_tall,WallPushups
v_WallPushups_g11_c01,0,3,0,2,thin_and_short,WallPushups
v_WallPushups_g12_c01,2,3,0,0,thin_and_short,WallPushups
v_WallPushups_g15_c01,0,1,1,3,wide_and_short,WallPushups
v_WallPushups_g16_c02,3,2,0,0,thin_and_tall,WallPushups
v_WallPushups_g17_c07,0,2,0,3,wide_and_short,WallPushups
v_WallPushups_g19_c01,2,1,1,1,thin_and_tall,WallPushups
v_WallPushups_g19_c02,0,1,0,4,wide_and_short,WallPushups
v_WallPushups_g19_c05,0,1,1,3,wide_and_short,WallPushups
v_WallPushups_g20_c01,0,1,0,4,wide_and_short,WallPushups
v_WallPushups_g23_c04,0,5,0,0,thin_and_short,WallPushups
v_WallPushups_g24_c04,4,1,0,0,thin_and_tall,WallPushups
v_WritingOnBoard_g01_c07,0,0,5,0,wide_and_tall,WritingOnBoard
v_WritingOnBoard_g06_c04,0,2,0,3,wide_and_short,WritingOnBoard
v_WritingOnBoard_g06_c07,0,0,0,5,wide_and_short,WritingOnBoard
v_WritingOnBoard_g08_c03,0,0,5,0,wide_and_tall,WritingOnBoard
v_WritingOnBoard_g09_c01,0,5,0,0,thin_and_short,WritingOnBoard
v_WritingOnBoard_g09_c05,0,5,0,0,thin_and_short,WritingOnBoard
v_WritingOnBoard_g09_c06,2,0,3,0,wide_and_tall,WritingOnBoard
v_WritingOnBoard_g10_c04,0,0,0,5,wide_and_short,WritingOnBoard
v_WritingOnBoard_g11_c04,0,3,0,2,thin_and_short,WritingOnBoard
v_WritingOnBoard_g12_c01,0,2,0,3,wide_and_short,WritingOnBoard
v_WritingOnBoard_g13_c04,0,1,0,4,wide_and_short,WritingOnBoard
v_WritingOnBoard_g13_c06,0,2,0,3,wide_and_short,WritingOnBoard
v_WritingOnBoard_g14_c02,0,2,0,3,wide_and_short,WritingOnBoard
v_WritingOnBoard_g15_c01,0,4,0,1,thin_and_short,WritingOnBoard
v_WritingOnBoard_g17_c02,4,0,1,0,thin_and_tall,WritingOnBoard
v_WritingOnBoard_g18_c03,0,0,3,2,wide_and_tall,WritingOnBoard
v_WritingOnBoard_g18_c04,0,0,4,1,wide_and_tall,WritingOnBoard
v_WritingOnBoard_g19_c04,0,5,0,0,thin_and_short,WritingOnBoard
v_YoYo_g02_c02,0,4,0,1,thin_and_short,YoYo
v_YoYo_g02_c05,0,3,0,2,thin_and_short,YoYo
v_YoYo_g03_c01,0,0,0,5,wide_and_short,YoYo
v_YoYo_g03_c02,0,2,0,3,wide_and_short,YoYo
v_YoYo_g06_c03,1,0,4,0,wide_and_tall,YoYo
v_YoYo_g11_c01,0,3,0,2,thin_and_short,YoYo
v_YoYo_g11_c05,0,4,0,1,thin_and_short,YoYo
v_YoYo_g12_c04,5,0,0,0,thin_and_tall,YoYo
v_YoYo_g14_c04,0,3,0,2,thin_and_short,YoYo
v_YoYo_g15_c03,0,0,0,5,wide_and_short,YoYo
v_YoYo_g15_c04,0,2,0,3,wide_and_short,YoYo
v_YoYo_g18_c01,0,1,0,4,wide_and_short,YoYo
v_YoYo_g18_c04,0,2,0,3,wide_and_short,YoYo
v_YoYo_g23_c01,1,1,0,3,wide_and_short,YoYo
v_YoYo_g23_c03,0,1,0,4,wide_and_short,YoYo
